trial_type	arrow_1	arrow_2	corrAns	jitter	run_end_fixation	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	randomized TrialOrder	key_response.keys	key_response.corr	key_response.rt	trial_t.routineEndVal	ss_delay	iti_duration	SOA	participant	prac_or_scan	handedness	run	date	expName	psychopyVersion	frameRate	Unnamed: 26	onset	duration	amplitude
correct_go	sst_images/Left_Arrow.bmp	None	1	737	None	0	125	125	125		1	1	0.5052841819997411	go	0.25	0.737	1.7369999999999999	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		245.51119999999997	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	782	None	0	126	126	126		2	1	0.7368946399983543	go	0.25	0.782	1.7819999999999998	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		247.27749999999997	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	890	None	0	127	127	127		2	1	0.5640204519986582	go	0.25	0.89	1.89	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		249.08409999999998	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	707	None	0	128	128	128		1	1	0.4545399430026009	go	0.25	0.7070000000000001	1.707	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		251.0106	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	755	None	0	129	129	129		1	1	0.4375351480011887	go	0.25	0.755	1.755	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		252.74509999999998	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	750	None	0	130	130	130		1	1	0.6137894450002932	go	0.25	0.75	1.75	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		254.53589999999997	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1732	None	0	131	131	131		2	1	0.521402850998129	go	0.25	1.732	2.7319999999999998	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		256.3117	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	865	None	0	132	132	132		1	1	0.5032580480001343	go	0.25	0.865	1.865	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		259.07869999999997	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	722	None	0	133	133	133		1	1	0.4778754840008333	go	0.25	0.722	1.722	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		260.96999999999997	1	1
correct_stop	sst_images/Right_Arrow.bmp	sst_images/Stop_Arrow.bmp	none	798	None	0	134	134	134		None	1		stop	0.3	0.7979999999999999	1.798	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		262.7285	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	893	None	0	135	135	135		1	1	0.6379015290003736	go	0.3	0.893	1.893	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		264.5791	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	804	None	0	137	137	137		1	1	0.5686154079994594	go	0.3	0.804	1.804	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		268.26189999999997	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	700	None	0	138	138	138		1	1	0.462998917002551	go	0.3	0.7	1.7	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		270.0874	1	1
correct_stop	sst_images/Left_Arrow.bmp	sst_images/Stop_Arrow.bmp	none	752	None	0	139	139	139		None	1		stop	0.35	0.752	1.7519999999999998	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		271.8194	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	727	None	0	140	140	140		2	1	0.5212687319981342	go	0.35	0.727	1.727	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		273.613	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	736	None	0	141	141	141		2	1	0.571078151002439	go	0.35	0.736	1.736	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		275.3633	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	787	None	0	142	142	142		1	1	0.5367711569997482	go	0.35	0.787	1.787	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		277.13009999999997	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	758	None	0	143	143	143		2	1	0.5021752749998996	go	0.35	0.758	1.758	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		278.9468	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	765	None	0	144	144	144		1	1	0.4600109050006722	go	0.35	0.765	1.765	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		280.7222	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	717	None	0	145	145	145		1	1	0.5537106210031197	go	0.35	0.7170000000000001	1.7169999999999999	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		282.513	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	801	None	0	146	146	146		2	1	0.4942920399989816	go	0.35	0.8009999999999999	1.8010000000000002	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		284.2562	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	884	None	0	147	147	147		1	1	0.5447368460008875	go	0.35	0.884	1.8840000000000001	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		286.0721	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	754	None	0	148	148	148		2	1	0.5024145889983629	go	0.35	0.754	1.754	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		287.98069999999996	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	927	None	0	149	149	149		1	1	0.4615679499984253	go	0.35	0.927	1.9269999999999998	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		289.7577	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	794	None	0	150	150	150		2	1	0.6957483189980849	go	0.35	0.794	1.794	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		291.7056	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1381	None	0	151	151	151		2	1	0.587959440999839	go	0.35	1.381	2.381	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		293.5308	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1259	None	0	152	152	152		1	1	0.5192694229990593	go	0.35	1.2590000000000001	2.259	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		295.9477	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	717	None	0	153	153	153		2	1	0.9584655489998112	go	0.35	0.7170000000000001	1.7169999999999999	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		298.23109999999997	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1278	None	0	154	154	154		1	1	0.4215228899993235	go	0.35	1.278	2.278	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		299.9814	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1066	None	0	155	155	155		2	1	0.5440345239985618	go	0.35	1.0659999999999998	2.066	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		302.29159999999996	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	752	None	0	157	157	157		1	1	0.4952031470020302	go	0.3	0.752	1.7519999999999998	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		306.1411	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	715	None	0	158	158	158		2	1	0.4771037909995357	go	0.3	0.715	1.715	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		307.9096	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	893	None	0	159	159	159		1	1	0.471087373996852	go	0.3	0.893	1.893	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		309.6483	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	998	None	0	160	160	160		1	1	0.4689857509983994	go	0.3	0.998	1.9980000000000002	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		311.56579999999997	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	847	None	0	163	163	163		1	1	0.3930705569982821	go	0.25	0.847	1.847	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		317.8587	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1248	None	0	164	164	164		2	1	0.4444647159980377	go	0.25	1.248	2.248	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		319.7261	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	829	None	0	165	165	165		2	1	0.5592225319996942	go	0.25	0.8290000000000001	1.829	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		321.9928	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1113	None	0	166	166	166		2	1	0.5199844599992502	go	0.25	1.113	2.113	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		323.84929999999997	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1154	None	0	167	167	167		1	1	0.6583604579973326	go	0.25	1.1540000000000001	2.154	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		325.9951	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	928	None	0	168	168	168		2	1	0.5875919509999221	go	0.25	0.9279999999999999	1.9280000000000002	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		328.1825	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	988	None	0	169	169	169		2	1	0.4440439040008641	go	0.25	0.988	1.9880000000000002	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		330.1269	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	813	None	0	170	170	170		1	1	0.4439299820005545	go	0.25	0.813	1.8130000000000002	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		332.1441	1	1
correct_stop	sst_images/Right_Arrow.bmp	sst_images/Stop_Arrow.bmp	none	783	None	0	171	171	171		None	1		stop	0.3	0.7829999999999999	1.783	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		333.9953	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	931	None	0	172	172	172		2	1	0.4598183790003532	go	0.3	0.9309999999999999	1.931	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		335.8111	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	946	None	0	173	173	173		2	1	0.5245395589990949	go	0.3	0.946	1.946	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		337.7611	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	800	None	0	174	174	174		2	1	0.5753610230021877	go	0.3	0.8	1.8	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		339.72819999999996	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	962	None	0	175	175	175		1	1	0.7752114459981385	go	0.3	0.9620000000000001	1.962	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		341.54449999999997	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	740	None	0	176	176	176		2	1	0.4426551220021793	go	0.3	0.74	1.74	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		343.5293	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	758	None	0	177	177	177		1	1	0.4755382949988416	go	0.3	0.758	1.758	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		345.2953	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	737	2661.0	0	179	179	179		2	1	0.8100889200031816	go	0.25	0.737	1.7369999999999999	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		348.91229999999996	1	1
